,"1 night, 2 adults
₱ 137,202
Price ₱ 137,202
+₱ 731 taxes and charges","Breakfast included
Amilla Maldives
Opens in new window
KihaadhooShow on map
Sustainability certification
9.7
Scored 9.7
Exceptional
115 reviews
Location 9.8
Lagoon Water pool Villa
2 beds (1 extra-large double, 1 sofa bed)
Breakfast included
1 night, 2 adults
₱ 137,202
Price ₱ 137,202
+₱ 731 taxes and charges
See availability","9.7
Scored 9.7
Exceptional
115 reviews",Amilla Maldives,Kihaadhoo,Lagoon Water pool Villa,5 out of 5
,"1 night, 2 adults
₱ 84,428₱ 71,763
Original price ₱ 84,428. Current price ₱ 71,763.
+₱ 20,482 taxes and charges","All-inclusive
OZEN LIFE MAADHOO - Luxury All Inclusive
Opens in new window
South Male AtollShow on map
Sustainability certification
9.3
Scored 9.3
Superb
390 reviews
Location 9.4
Private Water Villa
2 beds (1 extra-large double, 1 sofa bed)
All-inclusive
1 night, 2 adults
₱ 84,428₱ 71,763
Original price ₱ 84,428. Current price ₱ 71,763.
+₱ 20,482 taxes and charges
See availability","9.3
Scored 9.3
Superb
390 reviews",OZEN LIFE MAADHOO - Luxury All Inclusive,South Male Atoll,Private Water Villa,5 out of 5
,"1 night, 2 adults
₱ 8,443
Price ₱ 8,443
+₱ 1,351 taxes and charges","Lhohi Inn Boutique Hotel
Opens in new window
ManadhooShow on map
9.8
Scored 9.8
Exceptional
10 reviews
Location 9.8
Family Room with Side Sea View
3 beds (1 single, 1 sofa bed, 1 large double)
1 night, 2 adults
₱ 8,443
Price ₱ 8,443
+₱ 1,351 taxes and charges
See availability","9.8
Scored 9.8
Exceptional
10 reviews",Lhohi Inn Boutique Hotel,Manadhoo,Family Room with Side Sea View,3 out of 5
,"1 night, 2 adults
₱ 4,458
Price ₱ 4,458
Includes taxes and charges","Breakfast included
Holiday Home Himmafushi
Opens in new window
HimmafushiShow on map
8.7
Scored 8.7
Fabulous
46 reviews
Double Room with Private Bathroom
2 single beds
Breakfast included
Free cancellation
Only 4 rooms left at this price on our site
1 night, 2 adults
₱ 4,458
Price ₱ 4,458
Includes taxes and charges
See availability","8.7
Scored 8.7
Fabulous
46 reviews",Holiday Home Himmafushi,Himmafushi,Double Room with Private Bathroom,3 out of 5
,"1 night, 2 adults
₱ 16,036
Price ₱ 16,036
+₱ 4,426 taxes and charges","Breakfast included
Fihalhohi Maldives
Opens in new window
South Male AtollShow on map
8.6
Scored 8.6
Fabulous
230 reviews
Location 9.5
Deluxe Sky Room with Balcony
1 extra-large double bed
Breakfast & dinner included
Free cancellation
1 night, 2 adults
₱ 16,036
Price ₱ 16,036
+₱ 4,426 taxes and charges
See availability","8.6
Scored 8.6
Fabulous
230 reviews",Fihalhohi Maldives,South Male Atoll,Deluxe Sky Room with Balcony,4 out of 5
,"1 night, 2 adults
₱ 5,356
Price ₱ 5,356
+₱ 1,479 taxes and charges","Rasdhoo Coralville
Opens in new window
RasduShow on map
8.5
Scored 8.5
Very good
37 reviews
Location 9.4
Deluxe Double Room
1 large double bed
Breakfast included
Free cancellation
1 night, 2 adults
₱ 5,356
Price ₱ 5,356
+₱ 1,479 taxes and charges
See availability","8.5
Scored 8.5
Very good
37 reviews",Rasdhoo Coralville,Rasdu,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
₱ 2,786
Price ₱ 2,786
Includes taxes and charges","Tropical stay Thulusdhoo
Opens in new window
ThulusdhooShow on map
9.2
Scored 9.2
Superb
19 reviews
Double Room with Private Bathroom
1 large double bed
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 2,786
Price ₱ 2,786
Includes taxes and charges
See availability","9.2
Scored 9.2
Superb
19 reviews",Tropical stay Thulusdhoo,Thulusdhoo,Double Room with Private Bathroom,
,"1 night, 2 adults
₱ 4,224
Price ₱ 4,224
+₱ 1,655 taxes and charges","Breakfast included
Twin Palms Surfhouse
Opens in new window
ThulusdhooShow on map
8.9
Scored 8.9
Fabulous
37 reviews
Deluxe Double or Twin Room with Balcony
Multiple bed types
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site
1 night, 2 adults
₱ 4,224
Price ₱ 4,224
+₱ 1,655 taxes and charges
See availability","8.9
Scored 8.9
Fabulous
37 reviews",Twin Palms Surfhouse,Thulusdhoo,Deluxe Double or Twin Room with Balcony,
,"1 night, 2 adults
₱ 48,630₱ 36,473
Original price ₱ 48,630. Current price ₱ 36,473.
+₱ 10,404 taxes and charges","Villa Mia Fulhadhoo
Opens in new window
FulhadhooShow on map
10
Scored 10
Exceptional
2 reviews
Location 10
Villa with Private Pool
Entire villa • 3 bedrooms • 3 bathrooms • 1 kitchen • 325m²
5 beds (2 singles, 3 large doubles)
Only 1 left at this price on our site
1 night, 2 adults
₱ 48,630₱ 36,473
Original price ₱ 48,630. Current price ₱ 36,473.
+₱ 10,404 taxes and charges
See availability","10
Scored 10
Exceptional
2 reviews",Villa Mia Fulhadhoo,Fulhadhoo,Villa with Private Pool,
,"1 night, 2 adults
₱ 4,503
Price ₱ 4,503
+₱ 788 taxes and charges","Ontrack Travel
Opens in new window
Male CityShow on map
9.1
Scored 9.1
Superb
16 reviews
Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 11m²
1 large double bed
Free cancellation
Only 1 left at this price on our site
1 night, 2 adults
₱ 4,503
Price ₱ 4,503
+₱ 788 taxes and charges
See availability","9.1
Scored 9.1
Superb
16 reviews",Ontrack Travel,Male City,Apartment,3 out of 5
,"1 night, 2 adults
₱ 1,844
Price ₱ 1,844
+₱ 509 taxes and charges","Mikado Surf Camp
Opens in new window
ThimarafushiShow on map
8.4
Scored 8.4
Very good
5 reviews
Deluxe Double Room (2 Adults + 1 Child)
2 double beds
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 1,844
Price ₱ 1,844
+₱ 509 taxes and charges
See availability","8.4
Scored 8.4
Very good
5 reviews",Mikado Surf Camp,Thimarafushi,Deluxe Double Room (2 Adults + 1 Child),
,"1 night, 2 adults
₱ 3,799
Price ₱ 3,799
+₱ 1,386 taxes and charges","Surf Deck
Opens in new window
ThulusdhooShow on map
8.9
Scored 8.9
Fabulous
120 reviews
Location 9.7
Triple Room with Sea View
2 single beds
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site
1 night, 2 adults
₱ 3,799
Price ₱ 3,799
+₱ 1,386 taxes and charges
See availability","8.9
Scored 8.9
Fabulous
120 reviews",Surf Deck,Thulusdhoo,Triple Room with Sea View,3 out of 5
,"1 night, 2 adults
₱ 3,096
Price ₱ 3,096
+₱ 833 taxes and charges","Breakfast included
La Isla Tropica
Opens in new window
GuraidhooShow on map
8.8
Scored 8.8
Fabulous
96 reviews
Deluxe Double Room
1 large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 3,096
Price ₱ 3,096
+₱ 833 taxes and charges
See availability","8.8
Scored 8.8
Fabulous
96 reviews",La Isla Tropica,Guraidhoo,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
₱ 4,053
Price ₱ 4,053
+₱ 648 taxes and charges","Island Zephyr
Opens in new window
Baa AtollShow on map
9.4
Scored 9.4
Superb
23 reviews
Location 9.3
Double Room
1 double bed
Free cancellation
Only 3 rooms left at this price on our site
1 night, 2 adults
₱ 4,053
Price ₱ 4,053
+₱ 648 taxes and charges
See availability","9.4
Scored 9.4
Superb
23 reviews",Island Zephyr,Baa Atoll,Double Room,4 out of 5
,"1 night, 2 adults
₱ 59,932
Price ₱ 59,932
+₱ 17,217 taxes and charges","Breakfast included
Hilton Maldives Amingiri Resort & Spa
Opens in new window
Male CityShow on map
9.4
Scored 9.4
Superb
119 reviews
Location 9.6
One Bedroom Overwater Pool Villa
Entire villa • 1 bedroom • 1 bathroom • 154m²
1 extra-large double bed
Breakfast & dinner included
1 night, 2 adults
₱ 59,932
Price ₱ 59,932
+₱ 17,217 taxes and charges
See availability","9.4
Scored 9.4
Superb
119 reviews",Hilton Maldives Amingiri Resort & Spa,Male City,One Bedroom Overwater Pool Villa,5 out of 5
,"1 night, 2 adults
₱ 2,967
Price ₱ 2,967
+₱ 819 taxes and charges","Cerulean View Residence
Opens in new window
HanimaadhooShow on map
9.5
Scored 9.5
Exceptional
10 reviews
Location 9.8
Standard Double Room
1 double bed
Breakfast included
Free cancellation
1 night, 2 adults
₱ 2,967
Price ₱ 2,967
+₱ 819 taxes and charges
See availability","9.5
Scored 9.5
Exceptional
10 reviews",Cerulean View Residence,Hanimaadhoo,Standard Double Room,3 out of 5
,"1 night, 2 adults
₱ 5,066₱ 4,053
Original price ₱ 5,066. Current price ₱ 4,053.
+₱ 1,456 taxes and charges","Breakfast included
Batuta Maldives Fourson
Opens in new window
ThulusdhooShow on map
7.6
Scored 7.6
Good
62 reviews
Deluxe Double Room
Beds: 1 double or 2 singles
Breakfast included
Free cancellation
Only 1 room left at this price on our site
1 night, 2 adults
₱ 5,066₱ 4,053
Original price ₱ 5,066. Current price ₱ 4,053.
+₱ 1,456 taxes and charges
See availability","7.6
Scored 7.6
Good
62 reviews",Batuta Maldives Fourson,Thulusdhoo,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
₱ 6,191
Price ₱ 6,191
+₱ 1,734 taxes and charges","Breakfast included
Tranquila Beach Hotel
Opens in new window
RasduShow on map
7.9
Scored 7.9
Good
8 reviews
Location 9.4
Double or Twin Room with Sea View
Beds: 1 double or 2 singles
Breakfast included
Free cancellation
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 6,191
Price ₱ 6,191
+₱ 1,734 taxes and charges
See availability","7.9
Scored 7.9
Good
8 reviews",Tranquila Beach Hotel,Rasdu,Double or Twin Room with Sea View,
,"1 night, 2 adults
₱ 5,066₱ 3,799
Original price ₱ 5,066. Current price ₱ 3,799.
+₱ 1,386 taxes and charges","Faza View Inn, Maafushi
Opens in new window
MaafushiShow on map
8.7
Scored 8.7
Fabulous
141 reviews
Deluxe Double or Twin Room
Multiple bed types
Free cancellation
No prepayment needed – pay at the property
Only 5 rooms left at this price on our site
1 night, 2 adults
₱ 5,066₱ 3,799
Original price ₱ 5,066. Current price ₱ 3,799.
+₱ 1,386 taxes and charges
See availability","8.7
Scored 8.7
Fabulous
141 reviews","Faza View Inn, Maafushi",Maafushi,Deluxe Double or Twin Room,3 out of 5
,"1 night, 2 adults
₱ 3,405
Price ₱ 3,405
+₱ 939 taxes and charges","FUNPLACE BEACH
Opens in new window
HimmafushiShow on map
8.5
Scored 8.5
Very good
38 reviews
Deluxe Double Room
1 double bed
1 night, 2 adults
₱ 3,405
Price ₱ 3,405
+₱ 939 taxes and charges
See availability","8.5
Scored 8.5
Very good
38 reviews",FUNPLACE BEACH,Himmafushi,Deluxe Double Room,4 out of 5
,"1 night, 2 adults
₱ 5,516
Price ₱ 5,516
+₱ 1,860 taxes and charges","Sun Shine View
Opens in new window
MaafushiShow on map
9.4
Scored 9.4
Superb
159 reviews
Location 9.4
Deluxe Double Room
1 large double bed
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 5,516
Price ₱ 5,516
+₱ 1,860 taxes and charges
See availability","9.4
Scored 9.4
Superb
159 reviews",Sun Shine View,Maafushi,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
₱ 5,383₱ 2,692
Original price ₱ 5,383. Current price ₱ 2,692.
+₱ 1,081 taxes and charges","Maamadi Boutique
Opens in new window
MaafushiShow on map
8.0
Scored 8.0
Very good
189 reviews
Superior Double Room
1 large double bed
Breakfast included
Only 1 room left at this price on our site
1 night, 2 adults
₱ 5,383₱ 2,692
Original price ₱ 5,383. Current price ₱ 2,692.
+₱ 1,081 taxes and charges
See availability","8.0
Scored 8.0
Very good
189 reviews",Maamadi Boutique,Maafushi,Superior Double Room,3 out of 5
,"1 night, 2 adults
₱ 4,306
Price ₱ 4,306
+₱ 1,027 taxes and charges","Breakfast included
Kaafu Inn Guraidhoo
Opens in new window
GuraidhooShow on map
9.6
Scored 9.6
Exceptional
21 reviews
Location 9.3
Standard Twin Room
2 single beds
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site
1 night, 2 adults
₱ 4,306
Price ₱ 4,306
+₱ 1,027 taxes and charges
See availability","9.6
Scored 9.6
Exceptional
21 reviews",Kaafu Inn Guraidhoo,Guraidhoo,Standard Twin Room,3 out of 5
,"1 night, 2 adults
₱ 134,661₱ 87,530
Original price ₱ 134,661. Current price ₱ 87,530.
+₱ 60,856 taxes and charges","Breakfast included
Huvafen Fushi
Opens in new window
North Male AtollShow on map
9.0
Scored 9.0
Superb
138 reviews
Location 9.7
Lagoon Bungalow with Pool
1 extra-large double bed
Breakfast included
Only 4 rooms left at this price on our site
1 night, 2 adults
₱ 134,661₱ 87,530
Original price ₱ 134,661. Current price ₱ 87,530.
+₱ 60,856 taxes and charges
See availability","9.0
Scored 9.0
Superb
138 reviews",Huvafen Fushi,North Male Atoll,Lagoon Bungalow with Pool,5 out of 5
,"1 night, 2 adults
₱ 12,326₱ 11,094
Original price ₱ 12,326. Current price ₱ 11,094.
+₱ 3,400 taxes and charges","Breakfast included
Pearl Sands of Maldives
Opens in new window
North Male AtollShow on map
8.8
Scored 8.8
Fabulous
136 reviews
Deluxe Double Room
1 extra-large double bed
Breakfast included
Only 1 room left at this price on our site
1 night, 2 adults
₱ 12,326₱ 11,094
Original price ₱ 12,326. Current price ₱ 11,094.
+₱ 3,400 taxes and charges
See availability","8.8
Scored 8.8
Fabulous
136 reviews",Pearl Sands of Maldives,North Male Atoll,Deluxe Double Room,4 out of 5
,"1 night, 2 adults
₱ 3,799₱ 2,850
Original price ₱ 3,799. Current price ₱ 2,850.
+₱ 879 taxes and charges","Holiday Crib
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
DhiffushiShow on map
7.3
Scored 7.3
Good
9 reviews
Getaway Deal
Deluxe Twin Room
2 single beds
Only 3 rooms left at this price on our site
1 night, 2 adults
₱ 3,799₱ 2,850
Original price ₱ 3,799. Current price ₱ 2,850.
+₱ 879 taxes and charges
See availability","7.3
Scored 7.3
Good
9 reviews",Holiday Crib,Dhiffushi,Deluxe Twin Room,3 out of 5
,"1 night, 2 adults
₱ 2,381
Price ₱ 2,381
+₱ 719 taxes and charges","Rashuthere Maldives
Opens in new window
RasduShow on map
8.1
Scored 8.1
Very good
63 reviews
Comfort Triple Room
2 beds (1 single, 1 double)
Breakfast included
Only 1 room left at this price on our site
1 night, 2 adults
₱ 2,381
Price ₱ 2,381
+₱ 719 taxes and charges
See availability","8.1
Scored 8.1
Very good
63 reviews",Rashuthere Maldives,Rasdu,Comfort Triple Room,3 out of 5
,"1 night, 2 adults
₱ 82,548₱ 52,005
Original price ₱ 82,548. Current price ₱ 52,005.
+₱ 15,029 taxes and charges","All-inclusive
Oaga Art Resort Maldives - Greatest All Inclusive Package With Free Speedboat Transportation
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
North Male AtollShow on map
9.2
Scored 9.2
Superb
87 reviews
Veyoge Gallery Pool Villa
Entire villa • 1 bedroom • 1 living room • 1 bathroom • 46m²
1 extra-large double bed
All-inclusive
1 night, 2 adults
₱ 82,548₱ 52,005
Original price ₱ 82,548. Current price ₱ 52,005.
+₱ 15,029 taxes and charges
See availability","9.2
Scored 9.2
Superb
87 reviews",Oaga Art Resort Maldives - Greatest All Inclusive Package With Free Speedboat Transportation,North Male Atoll,Veyoge Gallery Pool Villa,5 out of 5
,"1 night, 2 adults
₱ 39,962
Price ₱ 39,962
+₱ 73,619 taxes and charges","Breakfast included
The Westin Maldives Miriandhoo Resort
Opens in new window
Baa AtollShow on map
9.0
Scored 9.0
Superb
51 reviews
Family Beach Villa with Pool Access, 2 Queen Beds
Entire villa • 1 bedroom • 1 bathroom • 140m²
2 large double beds
Breakfast included
Only 2 left at this price on our site
1 night, 2 adults
₱ 39,962
Price ₱ 39,962
+₱ 73,619 taxes and charges
See availability","9.0
Scored 9.0
Superb
51 reviews",The Westin Maldives Miriandhoo Resort,Baa Atoll,"Family Beach Villa with Pool Access, 2 Queen Beds",5 out of 5
,"1 night, 2 adults
₱ 8,724
Price ₱ 8,724
+₱ 2,746 taxes and charges","Sala Boutique Hotel
Opens in new window
Male CityShow on map
9.1
Scored 9.1
Superb
210 reviews
Location 9.3
Superior Double Room (Free Return Airport Transfer)
1 extra-large double bed
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 8,724
Price ₱ 8,724
+₱ 2,746 taxes and charges
See availability","9.1
Scored 9.1
Superb
210 reviews",Sala Boutique Hotel,Male City,Superior Double Room (Free Return Airport Transfer),4 out of 5
,"1 night, 2 adults
₱ 3,659
Price ₱ 3,659
+₱ 1,347 taxes and charges","Breakfast included
Seginy Seaview
Opens in new window
GuraidhooShow on map
8.4
Scored 8.4
Very good
111 reviews
Location 9.3
Queen Room with Sea View
1 large double bed
Breakfast included
Only 4 rooms left at this price on our site
1 night, 2 adults
₱ 3,659
Price ₱ 3,659
+₱ 1,347 taxes and charges
See availability","8.4
Scored 8.4
Very good
111 reviews",Seginy Seaview,Guraidhoo,Queen Room with Sea View,4 out of 5
,"1 night, 2 adults
₱ 4,134
Price ₱ 4,134
+₱ 1,141 taxes and charges","Batuta Maldives Inn
Opens in new window
ThulusdhooShow on map
8.3
Scored 8.3
Very good
18 reviews
Deluxe Double or Twin Room
Multiple bed types
Free cancellation
1 night, 2 adults
₱ 4,134
Price ₱ 4,134
+₱ 1,141 taxes and charges
See availability","8.3
Scored 8.3
Very good
18 reviews",Batuta Maldives Inn,Thulusdhoo,Deluxe Double or Twin Room,3 out of 5
,"1 night, 2 adults
₱ 3,940
Price ₱ 3,940
+₱ 1,425 taxes and charges","Breakfast included
Royal Stay Inn
Opens in new window
ThoddooShow on map
9.4
Scored 9.4
Superb
50 reviews
Location 9.6
Deluxe Double or Twin Room with Garden View
Multiple bed types
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 5 rooms left at this price on our site
1 night, 2 adults
₱ 3,940
Price ₱ 3,940
+₱ 1,425 taxes and charges
See availability","9.4
Scored 9.4
Superb
50 reviews",Royal Stay Inn,Thoddoo,Deluxe Double or Twin Room with Garden View,3 out of 5
